doi,title,abstract,year,doc_type,journal,source,pc_text_source,pc_classified_by,pc_field,pc_rationale
10.1016/j.scitotenv.2020.138333,Histopathological assessment of seven year-classes of Delta Smelt,"The Delta Smelt (Hypomesus transpacificus) is an imperiled, annual fish endemic to the Sacramento-San Joaquin Delta and San Francisco Estuary. This study examined the severity and prevalence of liver and gill lesions of juvenile through adult Delta Smelt from 2011 through 2017 collected from five regions throughout its habitat (n = 1,053). The first and last years of the study were wet, but bracketed an extreme drought in CA (2012–2016), during which the Delta Smelt population reached historical lows. Overall, the three most common lesions were gill ionocyte hyperplasia, liver lipidosis, and gill aneurysm. Individuals with higher fork lengths exhibited increased gill and liver lesion score (summations of the severity scores), suggesting that Delta Smelt accumulate lesions through their lives, and that larger individuals were more tolerant of liver and gill lesions. Liver lesion score showed significant regional differences, while salinity was a better predictor of gill lesions than region, with lower gill lesion scores associated with higher salinities. Largely consistent with previously reported histopathology patterns, Delta Smelt collected from the Confluence and Suisun Marsh had the lowest liver lesion score, while Delta Smelt collected from Cache Slough and Suisun Bay had the highest lesion scores, and Suisun Marsh had the lowest glycogen depletion, suggesting heterogeneous levels of exposure to environmental stressors across regions. Gill and liver lesion score also varied significantly with year-class. The highest gill lesion score occurred in the 2015/16 year-class, and the lowest occurred in the 2017/18 year-class, a 2.8-fold difference. Controlling for size and regional effects, individuals with comparatively high liver lesion scores were prevalent in the population until the 2014/15 year-class. In the two subsequent year-classes, Delta Smelt livers were in the best condition, coinciding with peak drought conditions and record low abundances.",2020,Article,Science of the Total Environment,scopus,title+abstract,llm-full,General Biology,"The primary objective is to assess the severity and prevalence of liver and gill lesions in wild Delta Smelt across seven year-classes and five regions. While the study examines regional and temporal patterns that could inform habitat quality, the central research question is about the histopathological condition and health status of Delta Smelt in relation to environmental stressors. Key signals include 'histopathology', 'lesions', 'physiology', 'condition', making this a General Biology study describing health and physiological responses to environmental conditions."
10.1007/s10750-020-04280-4,"Effects of light and turbidity on feeding, growth, and survival of larval Delta Smelt (Hypomesus transpacificus, Actinopterygii, Osmeridae)","Understanding how environmental factors—here, light intensity and turbidity—influence the feeding, growth, and survival of larval Delta Smelt is critical for optimizing the culture of this endangered fish species. Three sets of rearing trials were conducted where larvae were cultured under different levels of turbidity and light intensity. Delta Smelt larvae feeding activity was observed throughout the initial adjustment of light and turbidity levels to ascertain feeding ability and behavior at the different levels. It was found that there is a minimum threshold of combined light and turbidity to generate their exogenous feeding response. At low turbidity conditions, early-stage larvae begun feeding and growing earlier when light levels were higher. The condition factor and survival of the late-stage larvae was increased with increased turbidity. The results suggest Delta Smelt larvae may be cultured under lower turbidity and light conditions rather than at the currently used levels. We conclude that the interaction between turbidity and light intensity plays an important role in the feeding activity, growth, and survival of larvae. The results here may inform fish culture lab methodologies, but may also provide useful baseline knowledge for light and turbidity preferences of Delta Smelt larvae in the wild.",2020,Article,Hydrobiologia,scopus,title+abstract,llm-full,Culture and Reintroduction,"The primary objective is to optimize culture conditions for larval Delta Smelt by testing how different levels of light intensity and turbidity affect feeding, growth, and survival in a laboratory setting. Key signals include 'culture', 'rearing trials', 'cultured', 'fish culture lab methodologies', and the explicit goal of 'optimizing the culture of this endangered fish species'. While the study also provides baseline knowledge for wild larvae, the central focus is on improving captive rearing methods."
10.1007/s00267-020-01267-8,Factors Controlling Calanoid Copepod Biomass and Distribution in the Upper San Francisco Estuary and Implications for Managing the Imperiled Delta Smelt (Hypomesus transpacificus),"Delta smelt struggle to persist in a dramatically altered estuarine environment. Complex and incompletely understood relationships between food availability, environmental stressors, other components of the species’ habitat, and the abundance of delta smelt impede the effective management and recovery of the species. The empirical modeling presented in this study quantitatively describes spatial-temporal biomass values of calanoid copepods, a key prey item for delta smelt, in relation to multiple potential controlling factors. The results underscore the role that river flows through the estuary have in determining prey availability, and demonstrate contributions of water temperature, salinity, and macronutrients in determining copepod biomass. The analysis also shows the importance of non-native, invasive bivalves in determining copepod biomass. Importantly, the analysis describes spatial-temporal shifts in the relative importance of modeled covariates across sampling locations in the Delta. Model results indicate that increasing flows in the fall of wetter years adversely affected copepod biomass, while increases in flows in the spring of drier years provided regional increases in biomass. The results of this analysis can inform resource management decisions and contribute to a comprehensive model that can meaningfully guide efforts to recover the imperiled delta smelt.",2020,Article,Environmental Management,scopus,title+abstract,llm-full,Summer-Fall Habitat,"The primary objective is to quantitatively describe the spatial-temporal biomass of calanoid copepods (key Delta Smelt prey) in relation to environmental factors including flows, temperature, salinity, and nutrients. The study explicitly focuses on fall conditions and examines how increasing flows 'in the fall of wetter years' affected copepod biomass. Key signals include emphasis on prey availability as a component of Delta Smelt habitat, and analysis of how environmental conditions (especially flows) determine habitat quality through food availability. This is fundamentally a habitat study examining bottom-up drivers of prey resources."
10.3354/ESR01057,Use of affinity analysis to guide habitat restoration and enhancement for the imperiled delta smelt,"Habitat restoration efforts in the upper San Francisco Estuary, including the Sacramento-San Joaquin Delta, California, move forward, despite a paucity of information on the environmental requirements of many targeted species. The endemic delta smelt Hypomesus transpacificus, protected under the federal Endangered Species Act, is a primary focus of those efforts despite uncertainties regarding many aspects of its relationship with the estuary's physical and biotic resources. Here we use time-series data from 4 trawl surveys and data on environmental attributes collected from throughout the delta smelt's distribution to identify ranges of conditions acceptable to delta smelt for each of 5 environmental attributes: water-body type, temperature, turbidity, salinity, and prey availability. Low turbidity and elevated water temperatures render a large portion of the estuary seasonally unsuitable for delta smelt. Within areas in which water quality is suitable, patterns of delta smelt occurrences indicate that habitat is found in subregions where channels of intermediate depth adjoin shallow water. In certain subregions, conditions are inadequate for at least one of the environmental attributes for periods up to several months. We suggest a habitat-restoration strategy that can achieve adequate habitat conditions for delta smelt regardless of through-Delta flow levels, and which can be carried out at a number of locations, but not necessarily the same locations, during each life stage.",2020,Article,Endangered Species Research,scopus,title+abstract,llm-full,General Biology,"The primary objective is to identify the environmental requirements and habitat affinity of Delta Smelt using time-series data from trawl surveys. The study describes acceptable ranges for environmental attributes (water-body type, temperature, turbidity, salinity, prey) and patterns of Delta Smelt occurrence across the estuary. While habitat restoration is mentioned in the context of application, the central research question is about describing the basic ecology and habitat associations of Delta Smelt. Key signals include 'distribution', 'environmental requirements', 'habitat suitability', making this a General Biology study with habitat restoration as a secondary application."
10.15447/SFEWS.2020V18ISS1ART1,Did a shifting ecological baseline mask the predatory effect of striped bass on delta smelt?,"Striped Bass, Morone saxatilis, has been an established member of the San Francisco Estuary's (estuary's) aquatic community for nearly a century and a half. As a predator, it has the potential to shape community composition through top-down control of lower trophic species, including the endangered Delta Smelt, Hypomesus transpacificus. Invasive predators can be particularly disruptive to native communities because they present novel dangers to naive populations, but, as a long-established member of the aquatic community, Striped Bass has not previously been considered to limit the Delta Smelt population. Here, we develop an argument that Striped Bass are important to controlling Delta Smelt. We support this argument by reviewing historical data which suggests that declines in Delta Smelt before the current-day monitoring program were driven by the invasion of Striped Bass into the estuary. We describe this phenomenon as the 'phantom predator' hypothesis in the context of an analog to the shifting baseline syndrome previously described for marine fisheries. A deeper understanding of how well studied (and rapidly changing) bottomup drivers of the estuary food web interact with poorly understood (but also rapidly changing) controls at the top of the food web could prove very important to the conservation of other declining native fishes and possible future attempts to re-introduce captive-reared Delta Smelt to the estuary.",2020,Article,San Francisco Estuary and Watershed Science,scopus,title+abstract,llm-full,General Biology,"The primary objective is to evaluate whether Striped Bass predation has historically limited Delta Smelt populations, examining the predator-prey relationship between these species. The study reviews historical data to argue that Striped Bass invasion drove Delta Smelt declines, describing this as the 'phantom predator' hypothesis. Key signals include 'predator', 'top-down control', 'predation', and analysis of species interactions within the aquatic community. This is a General Biology study focused on predator-prey ecology and life history interactions."
10.1139/cjfas-2019-0148,"A bayesian hierarchical model of postlarval delta smelt entrainment: Integrating transport, length composition, and sampling efficiency in estimates of loss","Hydrodynamic models have been used to estimate rates of ichthyoplankton transport across marine and estuarine environments and subsequent geographic isolation of a portion of the population (i.e., entrainment). Combining simulated data from hydrodynamic models with data from fish populations can provide more information, including estimates of regional abundance. Entrainment of postlarval delta smelt (Hypomesus transpacificus), a threatened species endemic to California’s Sacramento–San Joaquin Delta, caused by water export operations, was modeled using a Bayesian hierarchical model. The model was fit using data spanning years 1995–2015 from multiple sources: Hydrodynamic particle tracking, fish length composition, mark–recapture, and count data from entrainment monitoring. Estimates of the entrainment of postlarval delta smelt ranged from 10 (SD = 23) in May 2006 to 561 791 (SD = 246 423) in May 2002. A simulation study indicated that all model parameters were estimable, but errors in transport data led to biased estimates of entrainment. Using only single data sources rather than integration through hierarchical modeling would have underestimated uncertainty in entrainment estimates or resulted in bias if transport, survival, or sampling efficiency were unaccounted for.",2020,Article,Canadian Journal of Fisheries and Aquatic Sciences,scopus,title+abstract,llm-full,Entrainment,"The primary objective is to estimate rates and magnitude of postlarval delta smelt entrainment caused by water export operations. The study integrates hydrodynamic particle tracking with fish data specifically to quantify entrainment losses. Key signals include 'entrainment', 'water export operations', 'transport', and 'loss'. Although the study uses hierarchical modeling (a method), the central research question is about quantifying entrainment risk and population loss due to infrastructure operations, which is the defining characteristic of the Entrainment category."
10.1007/s12237-019-00672-5,Spawning Microhabitat Selection in Wild-Caught Delta Smelt Hypomesus transpacificus under Laboratory Conditions,"Very little is understood about the spawning habitat of endangered delta smelt Hypomesus transpacificus, which hinders ongoing recovery efforts such as wetland habitat restoration and spawning habitat augmentation. To address this, the spawning response of wild-caught H. transpacificus to different substrates and water velocities was examined across three experiments. In experiment 1, spawning response to dead wood, pebble, natural and artificial Schoenoplectus acutus, empty tray, and tank floor at water velocities of 1.4 and 8.8 cm/s was tested. Egg deposition on pebble at 8.8 cm/s velocity (78.1% of 7778 total eggs) was significantly greater than that on all other substrate-velocity combinations. In experiment 2, spawning response to natural S. acutus, dead wood, sand, pebble, cobble, and empty tray at velocities of 8.7 and 15.4 cm/s was tested. Egg deposition on pebble at 15.4 cm/s (61.5% of 36171 total eggs) was significantly greater than that on all substrate-velocity combinations except for sand at 15.4 cm/s. Sand at 15.4 cm/s (22.3%) contained significantly more eggs than all combinations except for pebble at 8.7 and 15.6 cm/s. In experiment 3, egg attachment to natural S. acutus, dead wood, sand, pebble, cobble, and empty tray when exposed to 14.6 cm/s velocity was tested. Egg loss on sand was significantly greater than that on empty tray and pebble, indicating that egg deposition on sand may have been underestimated in experiment 2. Together, these results indicate that H. transpacificus selects pebble and sand at higher water velocities for spawning under certain laboratory conditions. These findings are important, as they provide insight into the potential natural habitats that may be used for spawning and thereby inform ongoing habitat restoration efforts.",2020,Article,Estuaries and Coasts,scopus,title+abstract,llm-full,General Biology,"The central objective is to understand spawning microhabitat selection and preferences of delta smelt under controlled laboratory conditions. The study examines substrate choice, water velocity preferences, and egg deposition/attachment behavior—all fundamental aspects of spawning biology and life history. Key signals include 'spawning', 'microhabitat selection', 'laboratory conditions', and 'ecology'. While the findings inform habitat restoration efforts, the primary question is about basic spawning biology rather than management actions or seasonal habitat conditions."
10.1111/fwb.13403,"Consequences of temperature and temperature variability on swimming activity, group structure, and predation of endangered delta smelt","The effects of water temperature on individual and group movement behaviour in prey fish can affect ecological interactions such as competition and predation, but how variability in temperature influence fish behaviour is less understood. Of particular concern is how increased warming in tidally fluctuating estuaries may impact the native and endangered delta smelt (Hypomesus transpacificus, Osmeridae). To help address this issue, we tested the effects of increased water temperature (fluctuating [17–21°C] and warm [21°C] acclimated treatments) on juvenile delta smelt individual and group behaviour, response to chemical alarm and predator cues, as well as capacity to evade predation. In addition, predation of delta smelt was tested in the presence of a dominant invasive competitor, Mississippi silversides (Menidia beryllina, Atherinopsidae), as well as comparative predation mortality on Mississippi silversides when isolated. After 7 days of increased temperature treatments, delta smelt in the warm treatment increased swimming velocity, decreased turning angle, and altered group structure with larger inter-individual distances compared to fish in the control (17°C) and fluctuating temperature treatments. Following conspecific and predator chemical alarm cues, delta smelt showed anti-predator responses. Control and fluctuating treatment fish responded to conspecific cues with increased swimming speeds, decreased inter-individual distances and near-neighbour distances, and, after 15 min, fish recovered back to baseline behaviours. In contrast, fish in the warm treatment had not recovered after 15 min, and swimming speeds were maintained at roughly 25 cm/s, close to maximum capabilities. Fish in control and fluctuating treatments showed minimal responses to predator cues, whereas delta smelt exposed to warm conditions significantly increased swimming speeds and decreased turning angle. Predation of delta smelt by largemouth bass (Micropterus salmoides, Centrarchidae) was greatest under the warm treatment, correlating with altered behaviours of delta smelt; however, predation of Mississippi silversides was greater than delta smelt, independent of temperature. This study provides novel insight into the group behaviour of delta smelt, their response to predation, and how prolonged exposure to elevated temperature may induce negative individual and group behaviours causing alterations in predator–prey dynamics. This work highlights the importance of testing ecologically realistic temperature fluctuations in experiments as delta smelt had significantly altered responses to elevated temperature, dependent on variability of warming.",2019,Article,Freshwater Biology,scopus,title+abstract,llm-full,General Biology,"The primary research objective is to understand how temperature and temperature variability affect individual and group behavior, anti-predator responses, and predation vulnerability in delta smelt. This is a fundamental ecological study examining physiological tolerances, behavioral ecology, and predator-prey interactions. Key signals include 'behaviour', 'temperature', 'predation', 'swimming activity', 'group structure', and 'anti-predator responses'. Although the study has conservation implications, it is primarily focused on understanding basic biology and ecological interactions rather than management interventions, life cycle modeling, or seasonal habitat."
10.1111/jfb.14162,A pilot study of the performance of captive-reared delta smelt Hypomesus transpacificus in a semi-natural environment,A captive breeding programme was developed in 2008 for delta smelt Hypomesus transpacificus in reaction to dramatic population decline over several decades. We took 526 sub-adult captive-reared delta smelt and cultured them for 200 days without providing artificial food or water quality management to assess their performance once released in the wild. The results indicated captive-reared sub-adult delta smelt could survive in a semi-natural environment with uncontrolled water quality and naturally produced wild prey through spawning and into their post spawning phase.,2019,Article,Journal of Fish Biology,scopus,title+abstract,llm-full,Culture and Reintroduction,"The primary objective is to assess the performance and survival of captive-reared delta smelt in a semi-natural environment without artificial food or water quality management—essentially testing their capacity to survive conditions approaching wild release. Key signals include 'captive breeding programme', 'captive-reared', and assessment of performance in conditions simulating wild release. This is a pilot study directly evaluating methods and best practices for potential reintroduction of cultured fish."
10.1038/s41598-019-52273-8,Complex life histories discovered in a critically endangered fish,"Effective conservation of endangered species requires knowledge of the full range of life-history strategies used to maximize population resilience within a stochastic and ever-changing environment. California’s endemic Delta Smelt (Hypomesus transpacificus) is rapidly approaching extinction in the San Francisco Estuary, placing it in the crossfire between human and environmental uses of limited freshwater resources. Though managed as a semi-anadromous species, recent studies have challenged this lifecycle model for Delta Smelt, suggesting the species is an estuarine resident with several localized “hot-spots” of abundance. Using laser-ablation otolith strontium isotope microchemistry, we discovered three distinct life-history phenotypes including freshwater resident (FWR), brackish-water resident (BWR), and semi-anadromous (SA) fish. We further refined life-history phenotypes using an unsupervised algorithm and hierarchical clustering and found that in the last resilient year-class, the FWR (12%) and BWR (7%) comprised a small portion of the population, while the majority of fish were SA (81%). Furthermore, the semi-anadromous fish could be clustered into at least four additional life-history phenotypes that varied by natal origin, dispersal age and adult salinity history. These diverse life-history strategies should be incorporated into future conservation and management efforts aimed at preventing the extinction of Delta Smelt in the wild.",2019,Article,Scientific Reports,scopus,title+abstract,llm-full,General Biology,"The central objective is to describe and characterize the diversity of life-history strategies (phenotypes) used by delta smelt, including freshwater resident, brackish-water resident, and semi-anadromous types. The study uses otolith strontium isotope microchemistry to discover and document basic life history patterns. Key signals include 'life histories', 'life-history strategies', 'life-history phenotypes', 'natal origin', and 'dispersal'. While the findings have conservation implications, the primary contribution is describing fundamental life history variation and ecology, not developing integrated population models or evaluating specific management actions."
10.1016/j.ecolind.2019.05.053,The low-salinity zone in the San Francisco Estuary as a proxy for delta smelt habitat: A case study in the misuse of surrogates in conservation planning,"The use of surrogates in conservation planning for at-risk species is both a necessary and a fraught practice. Here we assess the use of the position of the low-salinity zone in California's Sacramento-San Joaquin Delta as a surrogate for the extent and quality of habitat available to the imperiled delta smelt. The U.S. Fish and Wildlife Service issued a biological opinion and incidental take statement under the Endangered Species Act analyzing the impacts of ongoing operation of two large water infrastructure projects on the delta smelt. The Service's analysis and the conservation actions it imposed are based on the assumption that the low-salinity zone can serve as a “surrogate indicator” for delta smelt habitat. We demonstrate that available scientific information on the species countermands use of the low-salinity zone to represent delta smelt habitat in conservation planning for the species, and that the U.S. Fish and Wildlife Service erred by assuming the existence of a surrogate relationship absent validation using the best available scientific information. Notably, large expanses within the low-salinity zone are unoccupied by delta smelt and the species consistently occurs outside of it. This case serves to remind scientists of the dysfunction between a consensus in the scientific literature that calls for analytical validation prior to the use of species surrogates and habitat proxies, and the commonplace practice of using surrogates and proxies based on surmise and assertion.",2019,Article,Ecological Indicators,scopus,title+abstract,llm-full,Social Science,"The primary objective is to critically evaluate the use of the low-salinity zone as a surrogate for delta smelt habitat in conservation planning and regulatory decision-making under the Endangered Species Act. The study analyzes the U.S. Fish and Wildlife Service's biological opinion, incidental take statement, and conservation actions—all policy and regulatory instruments. Key signals include 'biological opinion', 'incidental take statement', 'Endangered Species Act', 'conservation planning', and critique of regulatory analysis. While the paper discusses scientific information about delta smelt habitat, the central research question concerns the validity and appropriateness of policy decisions and regulatory approaches."
10.1007/s10641-019-00893-4,Evaluation of chromatophores as natural marks for delta smelt: the effects of life-stage and light intensity,"Individual identification of small sized fishes such as the endangered delta smelt Hypomesus transpacificus remains a pressing need. We evaluated the stability of chromatophores as potential natural marks for subadult and adult delta smelt under low and high ambient light. We conducted three photo sessions of the dorsal head area at about three month intervals from fall 2014 to spring 2015. Image recognition was performed using visual tests (naked eye) and automated image recognition (TinEye’s Match Engine). The stability of chromatophores between sessions was independently evaluated using: 1) the percent of correct matching (matching success), 2) similarity indices between matched images (match quality), and 3) the change in their relative size (chromatophore expression). Matching success (mean ± SD) was higher for visual tests (86 ± 12%) than automated tests (44 ± 30%), and was consistently higher from winter to spring for both visual (100%) and automated tests (80 ± 16%). Unlike visual tests, automated matching success differed between light treatments from winter to spring, and automated match quality was higher under low ambient light. Chromatophore expression increased between fall and winter, and decreased between winter and spring in both genders. Ambient light was less influential on matching success than ontogenetic changes between the subadult and adult stages. These results suggest chromatophores of delta smelt are more stable and have higher potential for practical use of natural marks under a wide range of ambient light scenarios when the adult stage is reached.",2019,Article,Environmental Biology of Fishes,scopus,title+abstract,llm-full,Monitoring Tools,"The primary objective is to evaluate and validate the stability and reliability of chromatophores as natural marks for individual identification of delta smelt. The study tests a specific monitoring/tracking method under different conditions (life-stage, ambient light) and compares visual versus automated image recognition techniques. Key signals include 'natural marks', 'individual identification', 'image recognition', 'matching success', and 'stability'. The method development for individual identification is the central contribution, making this a Monitoring Tools study rather than a General Biology study that happens to use a tool."
10.1016/j.aquaculture.2019.06.005,"Developmental staging and salinity tolerance in embryos of the delta smelt, Hypomesus transpacificus","Delta smelt (Hypomesus transpacificus) is a critically endangered species endemic to the San Francisco Bay Delta (SFBD). Important for the conservation of this species is understanding the physiological and ecological impacts contributing to their population decline, and current studies lack information on embryonic development. Changes in patterns of salinity across the SFBD may be a particularly important environmental stressor contributing to the recruitment and survival of the species. Throughout their ontogeny, delta smelt may exhibit unique requirements and tolerances to environmental conditions including salinity. Here, we describe 22 stages of embryonic development of delta smelt that characterize early differentiation from the fertilized egg until hatching, allowing the identification of critical morphological features unique to this species. Additionally, we investigated aspects of physiological tolerance to environmental salinity during development. Embryos survived incubation at salinity treatments between 0.4 and 20 ppt, yet had lower hatch success at higher salinities. Prior to hatching, embryos exposed to higher salinities had increased osmolalities and reduced fractions of yolk implying that the elevated external salinity altered the physiology of the embryo and the environment internal to the chorion. Lastly, egg activation and fertilization appear to also be impacted by salinity. Altogether, we suggest that any potential tolerance to salinity during embryogenesis, a common feature in euryhaline teleost species, impacts life cycle transitions into, and out of, embryonic development. Results from this investigation should improve conservation and management practices of this species and further expand our understanding of the intimate relationship between an embryo and its environment.",2019,Article,Aquaculture,scopus,title+abstract,llm-full,General Biology,"The primary objectives are to describe and stage embryonic development of delta smelt and to investigate physiological tolerance to salinity during embryogenesis. The study characterizes 22 developmental stages and examines how salinity affects embryonic survival, hatch success, osmolality, and fertilization. Key signals include 'embryonic development', 'developmental staging', 'salinity tolerance', 'physiological tolerance', 'ontogeny', and 'hatching'. This is fundamental life history and physiological research describing basic biology and development, not focused on management actions, life cycle modeling, or tool development."
10.1002/rcm.8464,Calibrating temperature reconstructions from fish otolith oxygen isotope analysis for California's critically endangered Delta Smelt,"Rationale: Oxygen isotope ratios (δ<sup>18</sup>O values) of fish otoliths (ear bones) are valuable geochemical tracers of water conditions and thermal life history. Delta Smelt (Hypomesus transpacificus) are osmerid forage fish endemic to the San Francisco Estuary, California, USA, that are on the verge of extinction. These fish exhibit a complex life history that allows them to survive in a dynamic estuarine environment; however, a rapidly warming climate threatens this thermally sensitive species. Here we quantify the accuracy and precision of using δ<sup>18</sup>O values in otoliths to reconstruct the thermal life histories of Delta Smelt. Methods: Delta Smelt were reared for 360 days using three different water sources with different ambient δ<sup>18</sup>O<inf>water</inf> values (−8.75‰, −5.28‰, and −4.06‰) and different water temperatures (16.4°C, 16.7°C, 18.7°C, and 20.5°C). Samples were collected after 170 days (n = 28) and 360 days (n = 14) post-hatch. In situ δ<sup>18</sup>O values were measured from the core of the otolith to the dorsal edge using secondary ion mass spectrometry (SIMS) to reconstruct temporally resolved thermal life histories. Results: The δ<sup>18</sup>O<inf>otolith</inf> values for Delta Smelt varied as a linear inverse function of water temperature: 1000 ln α = 18.39 (±0.43, 1SE)(10<sup>3</sup>TK<sup>−1</sup>) − 34.56 (±1.49, 1SE) and δ<sup>18</sup>O<inf>otolith(VPDB)</inf> − δ<sup>18</sup>O<inf>water (VPDB)</inf> = 31.34(±0.09, 1SE) − 0.19(±0.01, 1SE) × T ° C. When the ambient δ<sup>18</sup>O<inf>water</inf> value is known, this species-specific temperature-dependent oxygen isotope fractionation model facilitated the accurate (0.25°C) and precise (±0.37°C, 2σ) reconstruction of the water temperature experienced by the fish. In contrast, the use of existing general fractionation equations resulted in inaccurate temperature reconstructions. Conclusions: The species-specific δ<sup>18</sup>O<inf>otolith</inf> fractionation equation allowed for accurate and precise reconstructions of water temperatures experienced by Delta Smelt. Characterization of ambient δ<sup>18</sup>O<inf>water</inf> values remains a critical next step for reconstructing thermal life histories of wild Delta Smelt. This tool will provide new insights into habitat utilization, potential thermal refugia, and resilience to future warming for this critically endangered fish.",2019,Article,Rapid Communications in Mass Spectrometry,scopus,title+abstract,llm-full,Monitoring Tools,"The primary objective is to develop and calibrate a species-specific temperature-dependent oxygen isotope fractionation equation for delta smelt otoliths to enable accurate thermal life history reconstructions. The study quantifies the accuracy and precision of using δ18O values as a geochemical tracer and validates this method through controlled laboratory experiments. Key signals include 'calibrating', 'method', 'validation', 'accuracy', 'precision', and development of a species-specific fractionation model. This is method development and validation for a monitoring tool, even though it will ultimately be used to answer ecological questions about thermal life history and habitat use."
10.1002/tafs.10166,Using Multistage Design-Based Methods to Construct Abundance Indices and Uncertainty Measures for Delta Smelt,"Population abundance indices and estimates of uncertainty are starting points for many scientific endeavors. However, if the indices are based on data collected by different monitoring programs with possibly different sampling procedures and efficiencies, applying consistent methodology for calculating them can be complicated. Ideally, the methodology will provide indices and associated measures of uncertainty that account for the sample design, the level of sampling effort (e.g., sample size), and the capture or detection probabilities. We develop and demonstrate consistent methodology for multiple monitoring programs that sample different life stages of Delta Smelt Hypomesus transpacificus, a critically endangered fish species endemic to the San Francisco Estuary, whose abundance indices have been at the center of much controversy given the regulatory consequences of their listed status. Current indices use different and incomparable methods, do not account for gear selectivity, and do not provide measures of uncertainty. Using recently available information on gear-specific, length-based conditional probabilities of capture given availability, we develop new abundance indices along with measures of uncertainty by means of a single methodological approach. These new indices are highly correlated with existing ones, but the approach taken here illuminates different sources of bias and quantifies between-year variation using probabilistic statements where the previous indices cannot. Decomposition of uncertainty into its constituent sources reveals that early life stage uncertainty is dominated by gear inefficiency while later life stage uncertainty is dominated by sample size, thus providing guidance for improvements to existing surveys. An additional result of general methodological interest is a demonstration, via simulation intended to reflect realistic data properties, that a lognormal distribution is preferable to the normal distribution for making probabilistic statements about the indices. The work here facilitates the fitting of models attempting to identify factors associated with the dynamics and decline of the species.",2019,Article,Transactions of the American Fisheries Society,scopus,title+abstract,llm-full,Monitoring Tools,"The primary objective is to develop consistent methodology for constructing abundance indices and uncertainty measures across multiple monitoring programs with different sampling procedures. The paper explicitly focuses on developing new indices using gear-specific capture probabilities and demonstrates methodological improvements. While the indices are used for delta smelt population assessment, the central contribution is the methodological approach itself for calculating indices that account for sample design, sampling effort, and detection probabilities. Key signals include 'detection probabilities', 'gear selectivity', 'measures of uncertainty', 'methodological approach', and focus on improving existing surveys through uncertainty decomposition."
10.3390/w11061162,Modeling the influence of outflow and community structure on an endangered fish population in the upper San Francisco Estuary,"The aim of this community modeling study was to evaluate potential mechanisms by which freshwater outflow in the upper San Francisco Estuary, CA, controls the fall habitat and abundance of subadult delta smelt Hypomesus transpacificus and its community. Through analyses of the community matrix, community stability and the direction of change of community variables were qualitatively and quantitatively modeled under four outflow-input scenarios. Three subsystems were modeled in the low salinity zone (1-6 psu), each overlapping the location corresponding to the distance from the mouth of the estuary to upstream positions where the near-bottom 2 psu isohaline (X2) is at 74, 81, and 85 km (corresponding to high-, mid-, and low-outflows). Results suggested communities were qualitatively stable at each X2 position, but simulations showed the percent of stable models decreased from low- to high-X2 positions. Under all outflow-input scenarios, the predicted qualitative population responses of delta smelt were: (1) consistently positive for the low X2 position, and (2) uncertain under both mid- and high-X2 positions. Qualitative predictions were generally consistent with quantitative simulations and with the relations between relative abundance of delta smelt and X2. Thus, high outflow seems beneficial to subadult delta smelt when X2 reaches 74 km during fall.",2019,Article,Water Switzerland,scopus,title+abstract,llm-full,Summer-Fall Habitat,"The study evaluates how freshwater outflow controls fall habitat and abundance of subadult delta smelt in the low salinity zone. The primary research question concerns how outflow-input scenarios affect delta smelt population responses at different X2 positions during fall. Key signals include 'fall habitat', 'X2', 'low salinity zone', and 'outflow'. The modeling approach (community matrix analysis) is used to answer the habitat question, not as the primary contribution. The focus on fall (part of June-December summer-fall period) and X2 position clearly places this in Summer-Fall Habitat."
10.1007/s12237-019-00521-5,Tidal Wetlands Associated with Foraging Success of Delta Smelt,"Delta smelt (Hypomesus transpacificus), an annual fish endemic to the San Francisco Estuary (SFE), is imperiled. One recovery strategy is to restore tidal wetlands, thereby increasing productivity and prey abundance. However, the link between tidal wetlands and foraging of delta smelt is not yet established. Using GIS, we quantified the area of tidal wetlands (km<sup>2</sup>) within a 2-km radius around sampling stations from which 1380 delta smelt were collected over 4 years (2011–2015). We quantified stomach fullness, a metric of foraging success, for each fish and regressed it against tidal wetland area, turbidity, water temperature, and other factors known to influence foraging success of delta smelt. Stomach fullness increased with both increasing tidal wetland area and increasing water temperature and was reduced at turbidities > 80 NTU. Model estimates show that stomach fullness increased twofold from the minimum (0 km<sup>2</sup>) to the maximum (4.89 km<sup>2</sup>) tidal wetland area. Of this increase, 60% was due to increased predation on larval fish, while 40% was due to increased predation on zooplankton. Delta smelt collected from areas with the highest tidal wetland area were six times more likely to have a larval fish in their guts than those collected from areas with the lowest. Thus, tidal wetland appears to confer substantial benefits to the foraging success of delta smelt, mainly via increased predation on larval fish.",2019,Article,Estuaries and Coasts,scopus,title+abstract,llm-full,General Biology,"The primary objective is to establish the link between tidal wetlands and foraging success (stomach fullness) of delta smelt. This is a study of feeding ecology examining how delta smelt predation on prey (larval fish and zooplankton) varies with tidal wetland area and environmental factors. While tidal wetlands could be considered habitat, the central research question is about basic foraging ecology and diet - measuring what delta smelt eat and how much, not about seasonal habitat dynamics or management actions. Key signals include 'foraging success', 'stomach fullness', 'predation', 'diet', and 'feeding ecology'. This is fundamentally a study of delta smelt biology."
